nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak,jenis_encoded,Prioritas,Prioritas_encoded,Prioritas_Prediksi,Prioritas_Prediksi_encoded
KTRK-100177,PT Inovasi Digital Tbk,Pembelian,827,2024-10-10 0:00:00,2027-01-15 0:00:00,3934850520,1,Tinggi,2,Tinggi,2
KTRK-100178,PT Teknologi Nusantara Corp,Pengembangan,492,2023-09-27 0:00:00,2025-01-31 0:00:00,4319575661,2,Tinggi,2,Tinggi,2
KTRK-100179,PT Aksara Teknologi Solusindo,Pengembangan,638,2024-12-19 0:00:00,2026-09-18 0:00:00,4785163645,2,Tinggi,2,Tinggi,2
KTRK-100180,PT Komputasi Utama Group,Pembelian,205,2023-12-23 0:00:00,2024-07-15 0:00:00,2362272937,1,Tinggi,2,Tinggi,2
KTRK-100181,PT Cakrawala Teknologi Corp,Pembelian,477,2024-02-09 0:00:00,2025-05-31 0:00:00,3501772161,1,Tinggi,2,Tinggi,2
KTRK-100182,PT Cakrawala Teknologi Internasional,Maintenance,858,2024-08-09 0:00:00,2026-12-15 0:00:00,3969548838,0,Tinggi,2,Tinggi,2
KTRK-100183,PT Koneksi Global Systems,Pembelian,417,2023-05-30 0:00:00,2024-07-20 0:00:00,3619546558,1,Tinggi,2,Tinggi,2
KTRK-100184,PT Koneksi Global Tbk,Pembelian,245,2023-03-31 0:00:00,2023-12-01 0:00:00,2347139197,1,Tinggi,2,Tinggi,2
KTRK-100185,PT Teknologi Nusantara Tbk,Pembelian,1085,2024-04-08 0:00:00,2027-03-29 0:00:00,2122064581,1,Tinggi,2,Tinggi,2
KTRK-100186,PT Digikarya Internasional,Pengembangan,956,2024-01-06 0:00:00,2026-08-19 0:00:00,2679837478,2,Tinggi,2,Tinggi,2
KTRK-100187,PT Cakrawala Teknologi Internasional,Pengembangan,1044,2023-09-08 0:00:00,2026-07-18 0:00:00,3726820935,2,Tinggi,2,Tinggi,2
KTRK-100188,PT Sibernetika Group,Pembelian,1039,2024-01-23 0:00:00,2026-11-27 0:00:00,4116787448,1,Tinggi,2,Tinggi,2
KTRK-100189,PT Koneksi Global Corp,Pembelian,290,2023-10-10 0:00:00,2024-07-26 0:00:00,2743014350,1,Tinggi,2,Tinggi,2
KTRK-100190,PT BitData Corp,Maintenance,827,2024-08-10 0:00:00,2026-11-15 0:00:00,3251704828,0,Tinggi,2,Tinggi,2
KTRK-100191,PT Teknologi Nusantara Group,Maintenance,474,2023-05-08 0:00:00,2024-08-24 0:00:00,4939764472,0,Tinggi,2,Tinggi,2
KTRK-100192,PT Indoinovasi Systems,Pembelian,326,2023-09-21 0:00:00,2024-08-12 0:00:00,4533358410,1,Tinggi,2,Tinggi,2
KTRK-100193,PT NetSol Tbk,Pengembangan,540,2024-06-08 0:00:00,2025-11-30 0:00:00,2106027394,2,Tinggi,2,Tinggi,2
KTRK-100194,PT Solusi Digital Solusindo,Maintenance,1028,2024-05-11 0:00:00,2027-03-05 0:00:00,1612889840,0,Tinggi,2,Tinggi,2
KTRK-100195,PT Teknologi Nusantara Systems,Pengembangan,963,2023-12-14 0:00:00,2026-08-03 0:00:00,4008793383,2,Tinggi,2,Tinggi,2
KTRK-100196,PT BitData Solusindo,Pengembangan,993,2024-01-28 0:00:00,2026-10-17 0:00:00,4055510781,2,Tinggi,2,Tinggi,2
KTRK-100197,PT Inovasi Digital Tbk,Maintenance,862,2023-08-09 0:00:00,2025-12-18 0:00:00,1422187234,0,Tinggi,2,Tinggi,2
KTRK-100198,PT Inovasi Digital Tbk,Pengembangan,556,2023-03-11 0:00:00,2024-09-17 0:00:00,1194049505,2,Tinggi,2,Tinggi,2
KTRK-100199,PT Aksara Teknologi Solusindo,Pembelian,412,2024-03-17 0:00:00,2025-05-03 0:00:00,2035972507,1,Tinggi,2,Tinggi,2
KTRK-100200,PT Solusi Digital Group,Maintenance,641,2023-11-05 0:00:00,2025-08-07 0:00:00,3687320835,0,Tinggi,2,Tinggi,2
KTRK-100201,PT Koneksi Global Systems,Pengembangan,845,2023-06-08 0:00:00,2025-09-30 0:00:00,3980400664,2,Tinggi,2,Tinggi,2
KTRK-100202,PT BitData Solusindo,Pengembangan,564,2023-05-13 0:00:00,2024-11-27 0:00:00,3550838214,2,Tinggi,2,Tinggi,2
KTRK-100203,PT Aksara Teknologi Internasional,Pengembangan,372,2024-11-30 0:00:00,2025-12-07 0:00:00,1607169893,2,Tinggi,2,Tinggi,2
KTRK-100204,PT Inovasi Digital Systems,Pembelian,669,2023-08-30 0:00:00,2025-06-29 0:00:00,3106134705,1,Tinggi,2,Tinggi,2
KTRK-100205,PT Sibernetika Corp,Pengembangan,969,2024-12-31 0:00:00,2027-08-27 0:00:00,1631169777,2,Tinggi,2,Tinggi,2
KTRK-100206,PT BitData Tbk,Pembelian,981,2024-10-07 0:00:00,2027-06-15 0:00:00,4590605959,1,Tinggi,2,Tinggi,2
KTRK-100207,PT NetSol Tbk,Pengembangan,884,2024-03-05 0:00:00,2026-08-06 0:00:00,2924741606,2,Tinggi,2,Tinggi,2
KTRK-100208,PT Digikarya Solusindo,Maintenance,189,2023-08-11 0:00:00,2024-02-16 0:00:00,4342539605,0,Tinggi,2,Tinggi,2
KTRK-100209,PT Digikarya Tbk,Pembelian,461,2024-01-15 0:00:00,2025-04-20 0:00:00,4260383671,1,Tinggi,2,Tinggi,2
KTRK-100210,PT Sibernetika Corp,Pembelian,245,2023-10-18 0:00:00,2024-06-19 0:00:00,3518706342,1,Tinggi,2,Tinggi,2
KTRK-100211,PT BitData Internasional,Pembelian,519,2023-06-30 0:00:00,2024-11-30 0:00:00,3408525004,1,Tinggi,2,Tinggi,2
KTRK-100212,PT Aksara Teknologi Internasional,Pengembangan,903,2024-02-17 0:00:00,2026-08-08 0:00:00,3455136590,2,Tinggi,2,Tinggi,2
KTRK-100213,PT Indoinovasi Solusindo,Maintenance,212,2024-03-31 0:00:00,2024-10-29 0:00:00,3166813440,0,Tinggi,2,Tinggi,2
KTRK-100214,PT Solusi Digital Tbk,Pembelian,701,2024-10-04 0:00:00,2026-09-05 0:00:00,1935098597,1,Tinggi,2,Tinggi,2
KTRK-100215,PT Digikarya Internasional,Maintenance,1015,2024-05-05 0:00:00,2027-02-14 0:00:00,2026136140,0,Tinggi,2,Tinggi,2
KTRK-100216,PT Inovasi Digital Internasional,Pengembangan,336,2024-04-12 0:00:00,2025-03-14 0:00:00,1075788366,2,Tinggi,2,Tinggi,2
KTRK-100217,PT Solusi Digital Solusindo,Maintenance,874,2024-03-12 0:00:00,2026-08-03 0:00:00,2401843146,0,Tinggi,2,Tinggi,2
KTRK-100218,PT Mitra Satu Systems,Pembelian,1039,2024-12-17 0:00:00,2027-10-22 0:00:00,3163230959,1,Tinggi,2,Tinggi,2
KTRK-100219,PT Cakrawala Teknologi Tbk,Pembelian,667,2024-05-22 0:00:00,2026-03-20 0:00:00,2823966455,1,Tinggi,2,Tinggi,2
KTRK-100220,PT BitData Tbk,Maintenance,794,2023-04-07 0:00:00,2025-06-09 0:00:00,3238747395,0,Sedang,1,Sedang,1
KTRK-100221,PT Digikarya Group,Pengembangan,1060,2024-09-20 0:00:00,2027-08-16 0:00:00,3826320537,2,Tinggi,2,Tinggi,2
KTRK-100222,PT Mitra Satu Tbk,Maintenance,311,2024-03-14 0:00:00,2025-01-19 0:00:00,2041118222,0,Tinggi,2,Tinggi,2
KTRK-100223,PT Solusi Digital Solusindo,Pengembangan,788,2024-04-01 0:00:00,2026-05-29 0:00:00,2891654146,2,Tinggi,2,Tinggi,2
KTRK-100224,PT Indoinovasi Systems,Pengembangan,917,2024-09-20 0:00:00,2027-03-26 0:00:00,2022137266,2,Tinggi,2,Tinggi,2
KTRK-100225,PT Solusi Digital Group,Maintenance,1008,2024-03-01 0:00:00,2026-12-04 0:00:00,2097152471,0,Tinggi,2,Tinggi,2
KTRK-100226,PT Solusi Digital Solusindo,Maintenance,696,2024-11-30 0:00:00,2026-10-27 0:00:00,1103170599,0,Tinggi,2,Tinggi,2
KTRK-100227,PT Digikarya Corp,Pengembangan,202,2024-12-19 0:00:00,2025-07-09 0:00:00,4615994900,2,Tinggi,2,Tinggi,2
KTRK-100228,PT NetSol Systems,Pembelian,848,2023-05-12 0:00:00,2025-09-06 0:00:00,2985420512,1,Tinggi,2,Tinggi,2
KTRK-100229,PT Teknologi Nusantara Solusindo,Maintenance,477,2024-02-14 0:00:00,2025-06-05 0:00:00,3284421526,0,Tinggi,2,Tinggi,2
KTRK-100230,PT Mitra Satu Solusindo,Pengembangan,611,2023-11-08 0:00:00,2025-07-11 0:00:00,4858874087,2,Tinggi,2,Tinggi,2
KTRK-100231,PT Koneksi Global Internasional,Maintenance,256,2024-07-27 0:00:00,2025-04-09 0:00:00,1844930775,0,Tinggi,2,Tinggi,2
KTRK-100232,PT Inovasi Digital Systems,Pembelian,392,2023-08-25 0:00:00,2024-09-20 0:00:00,1015761521,1,Tinggi,2,Tinggi,2
KTRK-100233,PT Komputasi Utama Internasional,Pengembangan,402,2023-11-05 0:00:00,2024-12-11 0:00:00,1010774631,2,Tinggi,2,Tinggi,2
KTRK-100234,PT Indoinovasi Systems,Pembelian,1031,2024-12-18 0:00:00,2027-10-15 0:00:00,2028068475,1,Tinggi,2,Tinggi,2
KTRK-100235,PT NetSol Group,Maintenance,852,2024-03-25 0:00:00,2026-07-25 0:00:00,1935000746,0,Tinggi,2,Tinggi,2
KTRK-100236,PT Indoinovasi Group,Pengembangan,951,2023-04-06 0:00:00,2025-11-12 0:00:00,3741149432,2,Tinggi,2,Tinggi,2
KTRK-100237,PT NetSol Corp,Maintenance,520,2024-10-21 0:00:00,2026-03-25 0:00:00,4421528681,0,Rendah,0,Rendah,0
KTRK-100238,PT Aksara Teknologi Systems,Maintenance,649,2024-03-02 0:00:00,2025-12-11 0:00:00,1599509037,0,Tinggi,2,Tinggi,2
KTRK-100239,PT Mitra Satu Tbk,Pembelian,970,2024-05-31 0:00:00,2027-01-26 0:00:00,1828935513,1,Tinggi,2,Tinggi,2
KTRK-100240,PT Indoinovasi Internasional,Pembelian,526,2023-07-20 0:00:00,2024-12-27 0:00:00,2262361678,1,Tinggi,2,Tinggi,2
KTRK-100241,PT NetSol Internasional,Pembelian,1012,2024-12-24 0:00:00,2027-10-02 0:00:00,1738751936,1,Tinggi,2,Tinggi,2
KTRK-100242,PT Indoinovasi Corp,Maintenance,812,2024-01-30 0:00:00,2026-04-21 0:00:00,4284267909,0,Tinggi,2,Tinggi,2
KTRK-100243,PT Sibernetika Corp,Maintenance,577,2024-01-30 0:00:00,2025-08-29 0:00:00,4758882865,0,Tinggi,2,Tinggi,2
KTRK-100244,PT Teknologi Nusantara Tbk,Pembelian,584,2023-02-07 0:00:00,2024-09-13 0:00:00,1599355606,1,Sedang,1,Sedang,1
KTRK-100245,PT Indoinovasi Solusindo,Pembelian,565,2023-04-13 0:00:00,2024-10-29 0:00:00,3562998981,1,Tinggi,2,Tinggi,2
KTRK-100246,PT Sibernetika Tbk,Maintenance,184,2024-12-07 0:00:00,2025-06-09 0:00:00,1988837280,0,Tinggi,2,Tinggi,2
KTRK-100247,PT BitData Systems,Maintenance,437,2024-10-04 0:00:00,2025-12-15 0:00:00,2522872376,0,Tinggi,2,Tinggi,2
KTRK-100248,PT Teknologi Nusantara Corp,Pengembangan,477,2023-10-13 0:00:00,2025-02-01 0:00:00,2196559462,2,Tinggi,2,Tinggi,2
KTRK-100249,PT Inovasi Digital Corp,Pengembangan,1052,2023-07-14 0:00:00,2026-05-31 0:00:00,2747152225,2,Tinggi,2,Tinggi,2
KTRK-100250,PT Digikarya Internasional,Pengembangan,816,2023-10-23 0:00:00,2026-01-16 0:00:00,4866484388,2,Tinggi,2,Tinggi,2
KTRK-100251,PT NetSol Solusindo,Pengembangan,525,2024-02-23 0:00:00,2025-08-01 0:00:00,2465855388,2,Tinggi,2,Tinggi,2
KTRK-100252,PT Komputasi Utama Systems,Pembelian,849,2023-08-19 0:00:00,2025-12-15 0:00:00,3635234289,1,Tinggi,2,Tinggi,2
KTRK-100253,PT Aksara Teknologi Systems,Maintenance,348,2023-03-22 0:00:00,2024-03-04 0:00:00,1939830616,0,Tinggi,2,Tinggi,2
KTRK-100254,PT Aksara Teknologi Solusindo,Maintenance,500,2023-09-24 0:00:00,2025-02-05 0:00:00,2588699062,0,Tinggi,2,Tinggi,2
KTRK-100255,PT Sibernetika Solusindo,Maintenance,203,2023-09-20 0:00:00,2024-04-10 0:00:00,1387068891,0,Rendah,0,Rendah,0
KTRK-100256,PT Digikarya Internasional,Pengembangan,472,2023-09-27 0:00:00,2025-01-11 0:00:00,1936170201,2,Tinggi,2,Tinggi,2
KTRK-100257,PT Komputasi Utama Internasional,Maintenance,743,2023-06-13 0:00:00,2025-06-25 0:00:00,2776297431,0,Tinggi,2,Tinggi,2
KTRK-100258,PT Aksara Teknologi Solusindo,Pengembangan,486,2023-03-19 0:00:00,2024-07-17 0:00:00,2550655441,2,Tinggi,2,Tinggi,2
KTRK-100259,PT BitData Corp,Maintenance,342,2024-03-05 0:00:00,2025-02-10 0:00:00,1478284074,0,Tinggi,2,Tinggi,2
KTRK-100260,PT Digikarya Internasional,Pengembangan,395,2023-10-29 0:00:00,2024-11-27 0:00:00,4446167394,2,Tinggi,2,Tinggi,2
KTRK-100261,PT Aksara Teknologi Internasional,Maintenance,263,2023-08-30 0:00:00,2024-05-19 0:00:00,4041229807,0,Tinggi,2,Tinggi,2
KTRK-100262,PT Sibernetika Corp,Pengembangan,577,2023-08-01 0:00:00,2025-02-28 0:00:00,1867361668,2,Tinggi,2,Tinggi,2
KTRK-100263,PT Mitra Satu Systems,Pengembangan,840,2024-08-19 0:00:00,2026-12-07 0:00:00,3073936561,2,Tinggi,2,Tinggi,2
KTRK-100264,PT Mitra Satu Internasional,Pengembangan,465,2024-11-17 0:00:00,2026-02-25 0:00:00,4315237734,2,Rendah,0,Rendah,0
KTRK-100265,PT Koneksi Global Systems,Pengembangan,333,2023-03-03 0:00:00,2024-01-30 0:00:00,4855798472,2,Tinggi,2,Tinggi,2
KTRK-100266,PT Koneksi Global Corp,Pengembangan,734,2023-12-22 0:00:00,2025-12-25 0:00:00,4835037245,2,Tinggi,2,Tinggi,2
KTRK-100267,PT Indoinovasi Tbk,Pengembangan,366,2023-01-15 0:00:00,2024-01-16 0:00:00,1226589307,2,Tinggi,2,Tinggi,2
KTRK-100268,PT NetSol Solusindo,Pengembangan,411,2023-10-27 0:00:00,2024-12-11 0:00:00,2686759393,2,Rendah,0,Rendah,0
KTRK-100269,PT Solusi Digital Corp,Pengembangan,1035,2024-11-13 0:00:00,2027-09-14 0:00:00,2833532745,2,Tinggi,2,Tinggi,2
KTRK-100270,PT Komputasi Utama Systems,Maintenance,656,2023-03-18 0:00:00,2025-01-02 0:00:00,1721407445,0,Tinggi,2,Tinggi,2
KTRK-100271,PT Digikarya Systems,Pengembangan,1089,2024-03-17 0:00:00,2027-03-11 0:00:00,2903389720,2,Tinggi,2,Tinggi,2
KTRK-100272,PT BitData Group,Pembelian,433,2023-08-24 0:00:00,2024-10-30 0:00:00,1721399099,1,Tinggi,2,Tinggi,2
KTRK-100273,PT Sibernetika Group,Pengembangan,888,2024-04-25 0:00:00,2026-09-30 0:00:00,2675498232,2,Tinggi,2,Tinggi,2
KTRK-100274,PT Mitra Satu Solusindo,Pengembangan,1015,2023-06-11 0:00:00,2026-03-22 0:00:00,2879765970,2,Tinggi,2,Tinggi,2
KTRK-100275,PT Mitra Satu Systems,Pengembangan,210,2023-11-18 0:00:00,2024-06-15 0:00:00,4745016738,2,Tinggi,2,Tinggi,2
KTRK-100276,PT Inovasi Digital Solusindo,Pengembangan,869,2023-11-18 0:00:00,2026-04-05 0:00:00,2656485468,2,Tinggi,2,Tinggi,2
KTRK-100277,PT Teknologi Nusantara Solusindo,Pembelian,949,2024-07-12 0:00:00,2027-02-16 0:00:00,1746436776,1,Sedang,1,Sedang,1
KTRK-100278,PT Komputasi Utama Internasional,Pembelian,876,2024-12-13 0:00:00,2027-05-08 0:00:00,4091804997,1,Tinggi,2,Tinggi,2
KTRK-100279,PT Inovasi Digital Group,Pembelian,347,2024-10-07 0:00:00,2025-09-19 0:00:00,1519202106,1,Tinggi,2,Tinggi,2
KTRK-100280,PT Solusi Digital Systems,Pembelian,561,2024-12-14 0:00:00,2026-06-28 0:00:00,4644652115,1,Tinggi,2,Tinggi,2
KTRK-100281,PT Mitra Satu Systems,Maintenance,751,2023-03-26 0:00:00,2025-04-15 0:00:00,4241849915,0,Rendah,0,Rendah,0
KTRK-100282,PT Komputasi Utama Internasional,Maintenance,611,2023-03-21 0:00:00,2024-11-21 0:00:00,2628664408,0,Tinggi,2,Tinggi,2
KTRK-100283,PT Solusi Digital Solusindo,Pengembangan,233,2023-03-17 0:00:00,2023-11-05 0:00:00,3854598945,2,Tinggi,2,Tinggi,2
KTRK-100284,PT BitData Solusindo,Maintenance,257,2024-07-01 0:00:00,2025-03-15 0:00:00,1507214790,0,Tinggi,2,Tinggi,2
KTRK-100285,PT Digikarya Internasional,Pembelian,282,2024-01-09 0:00:00,2024-10-17 0:00:00,3242947109,1,Tinggi,2,Tinggi,2
KTRK-100286,PT Koneksi Global Corp,Maintenance,685,2024-04-14 0:00:00,2026-02-28 0:00:00,4095878356,0,Tinggi,2,Tinggi,2
KTRK-100287,PT Solusi Digital Group,Pengembangan,408,2023-03-26 0:00:00,2024-05-07 0:00:00,3801799265,2,Tinggi,2,Tinggi,2
KTRK-100288,PT Teknologi Nusantara Group,Maintenance,281,2024-12-11 0:00:00,2025-09-18 0:00:00,2307856663,0,Rendah,0,Rendah,0
KTRK-100289,PT Cakrawala Teknologi Tbk,Pembelian,798,2023-08-05 0:00:00,2025-10-11 0:00:00,3613098825,1,Tinggi,2,Tinggi,2
KTRK-100290,PT Solusi Digital Corp,Maintenance,295,2023-12-03 0:00:00,2024-09-23 0:00:00,3555046179,0,Tinggi,2,Tinggi,2
KTRK-100291,PT NetSol Internasional,Maintenance,775,2023-03-06 0:00:00,2025-04-19 0:00:00,1981034405,0,Tinggi,2,Tinggi,2
KTRK-100292,PT Komputasi Utama Tbk,Pembelian,754,2024-10-12 0:00:00,2026-11-05 0:00:00,1921959653,1,Tinggi,2,Tinggi,2
KTRK-100293,PT Inovasi Digital Tbk,Pembelian,453,2024-07-21 0:00:00,2025-10-17 0:00:00,3266028047,1,Tinggi,2,Tinggi,2
KTRK-100294,PT Teknologi Nusantara Group,Pengembangan,1012,2024-08-11 0:00:00,2027-05-20 0:00:00,4007701377,2,Tinggi,2,Tinggi,2
KTRK-100295,PT Solusi Digital Solusindo,Maintenance,468,2024-05-29 0:00:00,2025-09-09 0:00:00,3457741060,0,Sedang,1,Sedang,1
KTRK-100296,PT Aksara Teknologi Systems,Pengembangan,630,2023-10-13 0:00:00,2025-07-04 0:00:00,1183764533,2,Tinggi,2,Tinggi,2
KTRK-100297,PT Inovasi Digital Solusindo,Maintenance,184,2024-12-18 0:00:00,2025-06-20 0:00:00,1151631108,0,Tinggi,2,Tinggi,2
KTRK-100298,PT Sibernetika Corp,Maintenance,880,2023-11-09 0:00:00,2026-04-07 0:00:00,4715038717,0,Tinggi,2,Tinggi,2
KTRK-100299,PT Komputasi Utama Tbk,Maintenance,1024,2024-01-08 0:00:00,2026-10-28 0:00:00,2835644633,0,Tinggi,2,Tinggi,2
KTRK-100300,PT Indoinovasi Solusindo,Maintenance,642,2023-10-13 0:00:00,2025-07-16 0:00:00,4656721020,0,Tinggi,2,Tinggi,2
KTRK-100301,PT Digikarya Systems,Pembelian,865,2023-01-30 0:00:00,2025-06-13 0:00:00,4724981202,1,Tinggi,2,Tinggi,2
KTRK-100302,PT Cakrawala Teknologi Corp,Pengembangan,943,2023-07-01 0:00:00,2026-01-29 0:00:00,3370814633,2,Tinggi,2,Tinggi,2
KTRK-100303,PT Aksara Teknologi Systems,Maintenance,410,2023-08-17 0:00:00,2024-09-30 0:00:00,2236958877,0,Tinggi,2,Tinggi,2
KTRK-100304,PT Indoinovasi Systems,Maintenance,751,2023-06-14 0:00:00,2025-07-04 0:00:00,1980020831,0,Tinggi,2,Tinggi,2
KTRK-100305,PT Aksara Teknologi Corp,Pembelian,989,2023-04-28 0:00:00,2026-01-11 0:00:00,3020523335,1,Tinggi,2,Tinggi,2
KTRK-100306,PT Aksara Teknologi Tbk,Pengembangan,810,2023-11-12 0:00:00,2026-01-30 0:00:00,3758254041,2,Tinggi,2,Tinggi,2
KTRK-100307,PT Komputasi Utama Tbk,Pengembangan,400,2023-11-03 0:00:00,2024-12-07 0:00:00,1094177294,2,Tinggi,2,Tinggi,2
KTRK-100308,PT Solusi Digital Solusindo,Pembelian,629,2023-03-30 0:00:00,2024-12-18 0:00:00,4535305164,1,Tinggi,2,Tinggi,2
KTRK-100309,PT Koneksi Global Corp,Pengembangan,387,2024-02-26 0:00:00,2025-03-19 0:00:00,4041399627,2,Tinggi,2,Rendah,0
KTRK-100310,PT Sibernetika Tbk,Maintenance,221,2023-05-23 0:00:00,2023-12-30 0:00:00,4268802243,0,Tinggi,2,Tinggi,2
KTRK-100311,PT Aksara Teknologi Solusindo,Maintenance,544,2023-08-07 0:00:00,2025-02-01 0:00:00,3271756417,0,Tinggi,2,Tinggi,2
KTRK-100312,PT Mitra Satu Internasional,Pembelian,362,2024-05-01 0:00:00,2025-04-28 0:00:00,4960522432,1,Tinggi,2,Tinggi,2
KTRK-100313,PT Koneksi Global Solusindo,Maintenance,255,2023-01-22 0:00:00,2023-10-04 0:00:00,3216690651,0,Tinggi,2,Tinggi,2
KTRK-100314,PT Digikarya Tbk,Pengembangan,295,2024-10-27 0:00:00,2025-08-18 0:00:00,3225359191,2,Tinggi,2,Tinggi,2
KTRK-100315,PT Aksara Teknologi Solusindo,Pengembangan,543,2024-10-31 0:00:00,2026-04-27 0:00:00,1808264376,2,Tinggi,2,Tinggi,2
KTRK-100316,PT Solusi Digital Internasional,Pengembangan,600,2024-05-24 0:00:00,2026-01-14 0:00:00,3914491069,2,Tinggi,2,Tinggi,2
KTRK-100317,PT Mitra Satu Internasional,Pengembangan,999,2024-12-11 0:00:00,2027-09-06 0:00:00,3290081251,2,Tinggi,2,Tinggi,2
KTRK-100318,PT NetSol Corp,Pembelian,491,2023-12-31 0:00:00,2025-05-05 0:00:00,3723687191,1,Tinggi,2,Tinggi,2
KTRK-100319,PT BitData Group,Maintenance,622,2023-02-21 0:00:00,2024-11-04 0:00:00,4989771190,0,Tinggi,2,Tinggi,2
KTRK-100320,PT Solusi Digital Systems,Maintenance,941,2023-03-29 0:00:00,2025-10-25 0:00:00,4240246149,0,Tinggi,2,Tinggi,2
KTRK-100321,PT Digikarya Group,Pembelian,717,2024-10-28 0:00:00,2026-10-15 0:00:00,1518883672,1,Tinggi,2,Sedang,1
KTRK-100322,PT Sibernetika Solusindo,Maintenance,609,2023-07-23 0:00:00,2025-03-23 0:00:00,2597602047,0,Tinggi,2,Tinggi,2
KTRK-100323,PT Cakrawala Teknologi Systems,Pembelian,909,2023-02-18 0:00:00,2025-08-15 0:00:00,2350942725,1,Tinggi,2,Sedang,1
KTRK-100324,PT Solusi Digital Corp,Pengembangan,951,2024-11-14 0:00:00,2027-06-23 0:00:00,2454317022,2,Tinggi,2,Tinggi,2
KTRK-100325,PT Indoinovasi Internasional,Pengembangan,972,2024-01-08 0:00:00,2026-09-06 0:00:00,3891881984,2,Tinggi,2,Tinggi,2
KTRK-100326,PT Digikarya Internasional,Pembelian,438,2023-05-20 0:00:00,2024-07-31 0:00:00,4236316461,1,Tinggi,2,Rendah,0
KTRK-100327,PT Mitra Satu Solusindo,Pembelian,804,2024-12-28 0:00:00,2027-03-12 0:00:00,2294949413,1,Tinggi,2,Sedang,1
KTRK-100328,PT Indoinovasi Solusindo,Pengembangan,819,2024-06-28 0:00:00,2026-09-25 0:00:00,3160349808,2,Tinggi,2,Tinggi,2
KTRK-100329,PT Inovasi Digital Corp,Maintenance,654,2023-02-22 0:00:00,2024-12-07 0:00:00,2904574724,0,Tinggi,2,Tinggi,2
KTRK-100330,PT Solusi Digital Group,Maintenance,543,2024-07-17 0:00:00,2026-01-11 0:00:00,1540441591,0,Tinggi,2,Tinggi,2
KTRK-100331,PT Komputasi Utama Group,Pembelian,541,2023-04-14 0:00:00,2024-10-06 0:00:00,4506356524,1,Tinggi,2,Tinggi,2
KTRK-100332,PT NetSol Tbk,Pengembangan,1066,2024-10-18 0:00:00,2027-09-19 0:00:00,4312744237,2,Tinggi,2,Tinggi,2
KTRK-100333,PT Sibernetika Tbk,Pengembangan,565,2024-10-08 0:00:00,2026-04-26 0:00:00,4835011843,2,Tinggi,2,Tinggi,2
KTRK-100334,PT Komputasi Utama Tbk,Pengembangan,190,2024-10-13 0:00:00,2025-04-21 0:00:00,1352507392,2,Tinggi,2,Tinggi,2
KTRK-100335,PT Digikarya Internasional,Pembelian,953,2024-08-29 0:00:00,2027-04-09 0:00:00,4653477102,1,Tinggi,2,Tinggi,2
KTRK-100336,PT Inovasi Digital Systems,Maintenance,503,2023-02-09 0:00:00,2024-06-26 0:00:00,2232487289,0,Tinggi,2,Tinggi,2
KTRK-100337,PT Digikarya Internasional,Maintenance,574,2023-06-29 0:00:00,2025-01-23 0:00:00,4593365741,0,Tinggi,2,Tinggi,2
KTRK-100338,PT Teknologi Nusantara Corp,Pembelian,243,2024-11-09 0:00:00,2025-07-10 0:00:00,1575408568,1,Tinggi,2,Sedang,1
KTRK-100339,PT Cakrawala Teknologi Solusindo,Maintenance,408,2024-02-17 0:00:00,2025-03-31 0:00:00,3808191806,0,Tinggi,2,Sedang,1
KTRK-100340,PT Mitra Satu Internasional,Pengembangan,730,2023-05-07 0:00:00,2025-05-06 0:00:00,4780505922,2,Tinggi,2,Tinggi,2
KTRK-100341,PT Sibernetika Solusindo,Pembelian,1005,2024-01-06 0:00:00,2026-10-07 0:00:00,1684540585,1,Tinggi,2,Tinggi,2
KTRK-100342,PT Komputasi Utama Group,Pembelian,783,2023-02-02 0:00:00,2025-03-26 0:00:00,4962307855,1,Tinggi,2,Tinggi,2
KTRK-100343,PT Indoinovasi Solusindo,Maintenance,822,2023-10-11 0:00:00,2026-01-10 0:00:00,2557669015,0,Tinggi,2,Sedang,1
KTRK-100344,PT Inovasi Digital Corp,Maintenance,356,2024-04-04 0:00:00,2025-03-26 0:00:00,2161693819,0,Tinggi,2,Tinggi,2
KTRK-100345,PT Inovasi Digital Internasional,Maintenance,718,2024-11-05 0:00:00,2026-10-24 0:00:00,1107705733,0,Tinggi,2,Tinggi,2
KTRK-100346,PT Inovasi Digital Corp,Pengembangan,664,2023-11-13 0:00:00,2025-09-07 0:00:00,2632689016,2,Tinggi,2,Tinggi,2
KTRK-100347,PT Teknologi Nusantara Group,Pengembangan,522,2024-04-04 0:00:00,2025-09-08 0:00:00,2120417829,2,Tinggi,2,Tinggi,2
KTRK-100348,PT NetSol Group,Pembelian,779,2023-05-23 0:00:00,2025-07-10 0:00:00,3562888572,1,Tinggi,2,Tinggi,2
KTRK-100349,PT Mitra Satu Tbk,Pembelian,481,2024-04-27 0:00:00,2025-08-21 0:00:00,4033256965,1,Tinggi,2,Rendah,0
KTRK-100350,PT Indoinovasi Systems,Pembelian,383,2023-10-15 0:00:00,2024-11-01 0:00:00,3284713341,1,Tinggi,2,Tinggi,2
KTRK-100351,PT Cakrawala Teknologi Corp,Pembelian,980,2024-07-05 0:00:00,2027-03-12 0:00:00,4259908390,1,Tinggi,2,Tinggi,2
