nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak
KTRK-100956,PT Komputasi Utama Systems,Maintenance,823,2023-02-25,2025-05-28,"Rp291.652.431,00"
KTRK-100957,PT Indoinovasi Corp,Pembelian,1050,2024-12-11,2027-10-27,"Rp481.905.130,00"
KTRK-100958,PT NetSol Solusindo,Pengembangan,227,2023-04-03,2023-11-16,"Rp111.500.190,00"
KTRK-100959,PT Solusi Digital Group,Pembelian,373,2023-11-30,2024-12-07,"Rp445.906.215,00"
KTRK-100960,PT NetSol Corp,Pembelian,665,2024-11-15,2026-09-11,"Rp230.593.423,00"
KTRK-100961,PT Komputasi Utama Systems,Pembelian,494,2024-02-26,2025-07-04,"Rp208.411.682,00"
KTRK-100962,PT Mitra Satu Solusindo,Pengembangan,716,2024-12-23,2026-12-09,"Rp271.805.231,00"
KTRK-100963,PT Aksara Teknologi Corp,Maintenance,741,2024-02-16,2026-02-26,"Rp288.154.187,00"
KTRK-100964,PT BitData Corp,Maintenance,410,2024-01-21,2025-03-06,"Rp315.789.649,00"
KTRK-100965,PT Indoinovasi Systems,Pengembangan,288,2023-08-04,2024-05-18,"Rp175.330.157,00"
KTRK-100966,PT Digikarya Tbk,Maintenance,573,2024-10-26,2026-05-22,"Rp254.642.093,00"
KTRK-100967,PT Indoinovasi Systems,Pengembangan,511,2024-09-06,2026-01-30,"Rp173.190.230,00"
KTRK-100968,PT Solusi Digital Solusindo,Pembelian,906,2023-03-31,2025-09-22,"Rp415.429.981,00"
KTRK-100969,PT NetSol Tbk,Maintenance,225,2023-10-25,2024-06-06,"Rp277.702.808,00"
KTRK-100970,PT Aksara Teknologi Solusindo,Pembelian,267,2024-03-14,2024-12-06,"Rp241.303.388,00"
KTRK-100971,PT Digikarya Systems,Maintenance,712,2024-07-08,2026-06-20,"Rp259.761.930,00"
KTRK-100972,PT BitData Solusindo,Pengembangan,416,2024-11-29,2026-01-19,"Rp294.191.623,00"
KTRK-100973,PT Komputasi Utama Internasional,Maintenance,501,2023-10-20,2025-03-04,"Rp388.774.225,00"
KTRK-100974,PT Inovasi Digital Group,Maintenance,851,2023-11-17,2026-03-17,"Rp202.601.594,00"
KTRK-100975,PT Teknologi Nusantara Internasional,Pengembangan,953,2024-12-02,2027-07-13,"Rp457.727.326,00"
KTRK-100976,PT Indoinovasi Group,Maintenance,665,2024-01-08,2025-11-03,"Rp107.745.978,00"
KTRK-100977,PT BitData Corp,Pengembangan,635,2024-02-03,2025-10-30,"Rp190.630.352,00"
KTRK-100978,PT Sibernetika Systems,Pengembangan,296,2023-02-01,2023-11-24,"Rp295.264.678,00"
KTRK-100979,PT BitData Tbk,Pembelian,589,2023-11-02,2025-06-13,"Rp163.574.749,00"
KTRK-100980,PT Indoinovasi Corp,Pengembangan,1086,2024-11-10,2027-11-01,"Rp313.763.450,00"
KTRK-100981,PT Koneksi Global Internasional,Pembelian,360,2023-05-26,2024-05-20,"Rp405.711.887,00"
KTRK-100982,PT Teknologi Nusantara Solusindo,Pengembangan,936,2023-07-05,2026-01-26,"Rp153.903.581,00"
KTRK-100983,PT Solusi Digital Solusindo,Pembelian,590,2023-01-15,2024-08-27,"Rp384.455.790,00"
KTRK-100984,PT BitData Systems,Pembelian,688,2023-10-01,2025-08-19,"Rp349.532.765,00"
KTRK-100985,PT Aksara Teknologi Solusindo,Maintenance,616,2023-08-05,2025-04-12,"Rp188.088.075,00"
KTRK-100986,PT Solusi Digital Internasional,Maintenance,287,2023-10-05,2024-07-18,"Rp159.346.611,00"
KTRK-100987,PT Koneksi Global Solusindo,Pengembangan,964,2024-03-02,2026-10-22,"Rp362.696.126,00"
KTRK-100988,PT Cakrawala Teknologi Solusindo,Pengembangan,319,2023-12-11,2024-10-25,"Rp132.661.294,00"
KTRK-100989,PT Digikarya Internasional,Pengembangan,933,2023-04-16,2025-11-04,"Rp394.017.364,00"
KTRK-100990,PT Indoinovasi Internasional,Pembelian,671,2024-05-10,2026-03-12,"Rp161.390.763,00"
KTRK-100991,PT Indoinovasi Internasional,Pengembangan,673,2024-04-10,2026-02-12,"Rp207.250.460,00"
KTRK-100992,PT Aksara Teknologi Systems,Pembelian,780,2023-12-27,2026-02-14,"Rp269.581.521,00"
KTRK-100993,PT BitData Internasional,Pengembangan,460,2024-01-13,2025-04-17,"Rp105.855.691,00"
KTRK-100994,PT BitData Group,Pengembangan,732,2023-12-16,2025-12-17,"Rp412.310.802,00"
KTRK-100995,PT Komputasi Utama Systems,Maintenance,419,2024-05-14,2025-07-07,"Rp313.029.010,00"
KTRK-100996,PT Komputasi Utama Internasional,Pembelian,343,2024-04-11,2025-03-20,"Rp119.361.637,00"
KTRK-100997,PT Teknologi Nusantara Tbk,Pembelian,901,2024-08-20,2027-02-07,"Rp194.471.064,00"
KTRK-100998,PT Koneksi Global Internasional,Maintenance,504,2023-10-06,2025-02-21,"Rp440.729.808,00"
KTRK-100999,PT Solusi Digital Internasional,Pembelian,415,2024-02-22,2025-04-12,"Rp338.515.680,00"
KTRK-101000,PT Digikarya Systems,Maintenance,787,2023-08-15,2025-10-10,"Rp266.557.959,00"
KTRK-101001,PT BitData Internasional,Pengembangan,283,2024-05-12,2025-02-19,"Rp197.207.455,00"
KTRK-101002,PT Solusi Digital Internasional,Pengembangan,193,2024-07-12,2025-01-21,"Rp112.301.315,00"
KTRK-101003,PT Komputasi Utama Group,Maintenance,1018,2023-09-06,2026-06-20,"Rp226.446.806,00"
KTRK-101004,PT Komputasi Utama Group,Maintenance,1027,2023-07-17,2026-05-09,"Rp182.033.704,00"
KTRK-101005,PT BitData Systems,Maintenance,371,2024-09-23,2025-09-29,"Rp220.109.202,00"
KTRK-101006,PT Sibernetika Corp,Pembelian,463,2024-08-30,2025-12-06,"Rp236.683.712,00"
KTRK-101007,PT Sibernetika Corp,Pengembangan,997,2023-12-06,2026-08-29,"Rp155.697.708,00"
KTRK-101008,PT NetSol Group,Pengembangan,277,2023-01-19,2023-10-23,"Rp333.015.988,00"
KTRK-101009,PT NetSol Tbk,Pengembangan,1031,2024-09-15,2027-07-13,"Rp106.656.476,00"
KTRK-101010,PT BitData Tbk,Maintenance,793,2023-05-28,2025-07-29,"Rp401.395.707,00"
KTRK-101011,PT Digikarya Corp,Pembelian,960,2023-06-13,2026-01-28,"Rp127.766.663,00"
KTRK-101012,PT Indoinovasi Internasional,Maintenance,786,2023-06-29,2025-08-23,"Rp306.771.449,00"
KTRK-101013,PT Aksara Teknologi Systems,Maintenance,559,2024-12-29,2026-07-11,"Rp322.386.545,00"
KTRK-101014,PT Inovasi Digital Group,Pengembangan,520,2024-03-30,2025-09-01,"Rp425.733.563,00"
KTRK-101015,PT NetSol Solusindo,Pembelian,181,2023-06-30,2023-12-28,"Rp354.536.377,00"
KTRK-101016,PT Teknologi Nusantara Group,Pembelian,465,2024-07-01,2025-10-09,"Rp217.435.934,00"
KTRK-101017,PT Sibernetika Tbk,Maintenance,575,2023-10-03,2025-04-30,"Rp359.536.359,00"
KTRK-101018,PT BitData Solusindo,Maintenance,586,2023-06-13,2025-01-19,"Rp432.466.899,00"
KTRK-101019,PT Aksara Teknologi Group,Maintenance,928,2023-10-25,2026-05-10,"Rp145.092.061,00"
KTRK-101020,PT BitData Systems,Maintenance,274,2023-09-10,2024-06-10,"Rp356.074.533,00"
KTRK-101021,PT Koneksi Global Internasional,Pengembangan,774,2024-05-25,2026-07-08,"Rp298.444.175,00"
KTRK-101022,PT NetSol Tbk,Pengembangan,909,2024-12-25,2027-06-22,"Rp478.298.784,00"
KTRK-101023,PT Mitra Satu Group,Pembelian,1036,2024-08-10,2027-06-12,"Rp317.975.248,00"
KTRK-101024,PT Aksara Teknologi Corp,Maintenance,185,2023-12-13,2024-06-15,"Rp457.735.393,00"
KTRK-101025,PT Solusi Digital Corp,Pembelian,1081,2023-10-18,2026-10-03,"Rp495.877.935,00"
KTRK-101026,PT Indoinovasi Group,Pengembangan,184,2023-09-29,2024-03-31,"Rp443.977.566,00"
KTRK-101027,PT Mitra Satu Solusindo,Pengembangan,675,2024-06-15,2026-04-21,"Rp351.399.865,00"
KTRK-101028,PT NetSol Group,Pengembangan,588,2023-03-25,2024-11-02,"Rp393.914.526,00"
KTRK-101029,PT Digikarya Internasional,Pembelian,955,2024-01-08,2026-08-20,"Rp155.472.722,00"
KTRK-101030,PT Koneksi Global Solusindo,Maintenance,261,2023-08-06,2024-04-23,"Rp415.195.865,00"
KTRK-101031,PT Mitra Satu Corp,Pengembangan,194,2023-02-09,2023-08-22,"Rp256.481.047,00"
KTRK-101032,PT Mitra Satu Solusindo,Maintenance,686,2023-06-03,2025-04-19,"Rp493.726.611,00"
KTRK-101033,PT NetSol Tbk,Maintenance,527,2024-09-10,2026-02-19,"Rp152.221.798,00"
KTRK-101034,PT Digikarya Solusindo,Pengembangan,430,2024-09-24,2025-11-28,"Rp239.911.624,00"
KTRK-101035,PT BitData Group,Maintenance,701,2023-07-15,2025-06-15,"Rp403.063.601,00"
KTRK-101036,PT BitData Solusindo,Pengembangan,655,2024-07-19,2026-05-05,"Rp371.074.820,00"
KTRK-101037,PT Koneksi Global Internasional,Maintenance,624,2024-12-17,2026-09-02,"Rp308.627.627,00"
KTRK-101038,PT Mitra Satu Internasional,Pembelian,916,2023-07-18,2026-01-19,"Rp168.457.772,00"
KTRK-101039,PT BitData Group,Pembelian,344,2023-03-13,2024-02-20,"Rp405.087.288,00"
KTRK-101040,PT Solusi Digital Corp,Pengembangan,374,2024-01-16,2025-01-24,"Rp298.430.271,00"
KTRK-101041,PT NetSol Solusindo,Pengembangan,576,2023-08-19,2025-03-17,"Rp384.115.120,00"
KTRK-101042,PT NetSol Systems,Pengembangan,1030,2023-07-21,2026-05-16,"Rp457.324.997,00"
KTRK-101043,PT Inovasi Digital Systems,Maintenance,650,2023-11-06,2025-08-17,"Rp146.069.847,00"
KTRK-101044,PT Solusi Digital Internasional,Pengembangan,447,2024-12-10,2026-03-02,"Rp158.263.063,00"
KTRK-101045,PT Digikarya Solusindo,Pengembangan,436,2024-02-19,2025-04-30,"Rp488.661.209,00"
KTRK-101046,PT Indoinovasi Tbk,Maintenance,1074,2023-02-18,2026-01-27,"Rp441.424.645,00"
KTRK-101047,PT Koneksi Global Corp,Pengembangan,185,2023-01-15,2023-07-19,"Rp270.386.889,00"
KTRK-101048,PT Koneksi Global Internasional,Maintenance,492,2023-11-14,2025-03-20,"Rp131.445.953,00"
KTRK-101049,PT NetSol Solusindo,Pengembangan,921,2023-05-17,2025-11-23,"Rp129.293.075,00"
KTRK-101050,PT Sibernetika Corp,Pembelian,412,2024-11-01,2025-12-18,"Rp152.007.461,00"
KTRK-101051,PT Sibernetika Corp,Pengembangan,536,2024-11-29,2026-05-19,"Rp453.557.830,00"
KTRK-101052,PT NetSol Tbk,Maintenance,335,2023-09-25,2024-08-25,"Rp170.172.265,00"
KTRK-101053,PT BitData Systems,Pembelian,846,2023-10-27,2026-02-19,"Rp117.942.092,00"
KTRK-101054,PT Solusi Digital Group,Pembelian,442,2023-05-18,2024-08-02,"Rp206.792.575,00"
KTRK-101055,PT BitData Tbk,Maintenance,583,2024-02-04,2025-09-09,"Rp254.834.940,00"
KTRK-101056,PT Teknologi Nusantara Tbk,Maintenance,734,2024-03-10,2026-03-14,"Rp474.331.715,00"
KTRK-101057,PT Komputasi Utama Tbk,Maintenance,894,2023-03-11,2025-08-21,"Rp407.945.820,00"
KTRK-101058,PT Cakrawala Teknologi Systems,Maintenance,684,2024-04-17,2026-03-02,"Rp476.467.569,00"
KTRK-101059,PT Komputasi Utama Group,Pembelian,635,2024-03-28,2025-12-23,"Rp422.672.878,00"
KTRK-101060,PT Aksara Teknologi Solusindo,Pengembangan,624,2023-06-13,2025-02-26,"Rp100.354.744,00"
KTRK-101061,PT Inovasi Digital Solusindo,Maintenance,858,2023-05-14,2025-09-18,"Rp246.935.911,00"
KTRK-101062,PT Solusi Digital Solusindo,Pembelian,282,2024-04-11,2025-01-18,"Rp245.427.246,00"
KTRK-101063,PT Solusi Digital Systems,Maintenance,581,2023-01-28,2024-08-31,"Rp428.607.106,00"
KTRK-101064,PT Solusi Digital Tbk,Pengembangan,282,2023-08-18,2024-05-26,"Rp286.168.018,00"
KTRK-101065,PT Mitra Satu Systems,Maintenance,525,2023-10-25,2025-04-02,"Rp266.174.930,00"
KTRK-101066,PT Solusi Digital Systems,Maintenance,815,2023-08-10,2025-11-02,"Rp284.618.696,00"
KTRK-101067,PT Aksara Teknologi Group,Pembelian,1047,2024-02-25,2027-01-07,"Rp497.092.016,00"
KTRK-101068,PT Komputasi Utama Internasional,Maintenance,437,2024-04-02,2025-06-13,"Rp363.543.945,00"
KTRK-101069,PT Inovasi Digital Corp,Pengembangan,205,2024-04-23,2024-11-14,"Rp112.226.200,00"
KTRK-101070,PT Digikarya Internasional,Maintenance,971,2024-02-20,2026-10-18,"Rp396.338.769,00"
KTRK-101071,PT Digikarya Systems,Maintenance,369,2024-07-30,2025-08-03,"Rp133.218.137,00"
KTRK-101072,PT Aksara Teknologi Solusindo,Maintenance,384,2024-01-10,2025-01-28,"Rp264.377.301,00"
KTRK-101073,PT Komputasi Utama Internasional,Pembelian,485,2023-03-16,2024-07-13,"Rp482.488.580,00"
KTRK-101074,PT Inovasi Digital Systems,Pembelian,577,2024-01-16,2025-08-15,"Rp308.778.822,00"
KTRK-101075,PT NetSol Tbk,Pengembangan,241,2024-01-06,2024-09-03,"Rp235.349.153,00"
KTRK-101076,PT NetSol Solusindo,Maintenance,1064,2023-10-15,2026-09-13,"Rp242.342.323,00"
KTRK-101077,PT Mitra Satu Internasional,Pembelian,1057,2023-01-13,2025-12-05,"Rp427.216.963,00"
KTRK-101078,PT Digikarya Corp,Pengembangan,842,2023-08-23,2025-12-12,"Rp142.603.874,00"
KTRK-101079,PT Sibernetika Internasional,Maintenance,893,2023-10-12,2026-03-23,"Rp304.314.495,00"
KTRK-101080,PT Aksara Teknologi Systems,Pembelian,238,2024-11-03,2025-06-29,"Rp412.690.650,00"
KTRK-101081,PT Inovasi Digital Solusindo,Maintenance,243,2023-07-19,2024-03-18,"Rp451.312.657,00"
KTRK-101082,PT Indoinovasi Tbk,Maintenance,1084,2024-12-18,2027-12-07,"Rp382.810.875,00"
KTRK-101083,PT Solusi Digital Solusindo,Pembelian,513,2023-04-01,2024-08-26,"Rp329.906.169,00"
KTRK-101084,PT Komputasi Utama Systems,Pengembangan,691,2024-08-11,2026-07-03,"Rp251.725.502,00"
KTRK-101085,PT Digikarya Tbk,Pembelian,770,2023-07-20,2025-08-28,"Rp455.205.334,00"
KTRK-101086,PT NetSol Group,Pengembangan,607,2024-12-02,2026-08-01,"Rp154.396.622,00"
KTRK-101087,PT Komputasi Utama Tbk,Pengembangan,401,2023-12-07,2025-01-11,"Rp329.918.107,00"
KTRK-101088,PT BitData Solusindo,Pengembangan,329,2023-11-11,2024-10-05,"Rp406.945.529,00"
KTRK-101089,PT NetSol Systems,Pengembangan,766,2024-01-30,2026-03-06,"Rp451.549.619,00"
KTRK-101090,PT Koneksi Global Group,Pengembangan,466,2024-01-06,2025-04-16,"Rp369.914.973,00"
KTRK-101091,PT Solusi Digital Corp,Maintenance,699,2023-07-28,2025-06-26,"Rp160.936.473,00"
KTRK-101092,PT Teknologi Nusantara Systems,Pembelian,554,2024-03-20,2025-09-25,"Rp333.168.169,00"
KTRK-101093,PT Sibernetika Group,Pembelian,673,2024-11-11,2026-09-15,"Rp300.878.157,00"
KTRK-101094,PT NetSol Tbk,Pembelian,1046,2023-06-09,2026-04-20,"Rp286.619.758,00"
KTRK-101095,PT Aksara Teknologi Tbk,Maintenance,630,2024-09-19,2026-06-11,"Rp341.702.278,00"
KTRK-101096,PT Inovasi Digital Group,Pembelian,297,2024-02-14,2024-12-07,"Rp477.905.669,00"
KTRK-101097,PT Cakrawala Teknologi Group,Pengembangan,510,2023-01-20,2024-06-13,"Rp462.785.500,00"
KTRK-101098,PT Komputasi Utama Internasional,Pembelian,369,2024-06-29,2025-07-03,"Rp385.246.819,00"
KTRK-101099,PT Indoinovasi Internasional,Pembelian,630,2023-07-25,2025-04-15,"Rp147.031.707,00"
KTRK-101100,PT Teknologi Nusantara Systems,Maintenance,1040,2024-03-09,2027-01-13,"Rp468.206.371,00"
KTRK-101101,PT NetSol Solusindo,Pembelian,636,2023-10-31,2025-07-28,"Rp377.413.106,00"
KTRK-101102,PT BitData Corp,Pembelian,713,2023-02-10,2025-01-23,"Rp355.033.562,00"
KTRK-101103,PT Koneksi Global Group,Maintenance,920,2023-03-20,2025-09-25,"Rp332.208.561,00"
KTRK-101104,PT Solusi Digital Solusindo,Maintenance,1020,2024-10-06,2027-07-23,"Rp188.021.513,00"
KTRK-101105,PT Digikarya Systems,Maintenance,527,2024-12-15,2026-05-26,"Rp472.278.110,00"
KTRK-101106,PT Digikarya Internasional,Pengembangan,958,2024-04-01,2026-11-15,"Rp275.382.273,00"
KTRK-101107,PT Inovasi Digital Tbk,Maintenance,362,2024-11-27,2025-11-24,"Rp335.949.661,00"
KTRK-101108,PT Sibernetika Internasional,Maintenance,909,2023-05-01,2025-10-26,"Rp147.750.467,00"
KTRK-101109,PT Aksara Teknologi Systems,Maintenance,501,2024-11-16,2026-04-01,"Rp461.956.987,00"
KTRK-101110,PT Cakrawala Teknologi Systems,Pembelian,744,2023-11-26,2025-12-09,"Rp455.809.582,00"
KTRK-101111,PT Cakrawala Teknologi Group,Maintenance,767,2023-06-06,2025-07-12,"Rp267.113.431,00"
KTRK-101112,PT Aksara Teknologi Solusindo,Maintenance,1036,2024-04-05,2027-02-05,"Rp450.567.943,00"
KTRK-101113,PT Sibernetika Internasional,Maintenance,669,2024-01-27,2025-11-26,"Rp158.979.551,00"
KTRK-101114,PT NetSol Solusindo,Pengembangan,1070,2024-11-18,2027-10-24,"Rp249.030.437,00"
KTRK-101115,PT Aksara Teknologi Systems,Maintenance,587,2024-05-12,2025-12-20,"Rp409.041.795,00"
KTRK-101116,PT BitData Tbk,Maintenance,281,2024-10-18,2025-07-26,"Rp486.905.814,00"
KTRK-101117,PT Koneksi Global Internasional,Pengembangan,554,2024-10-17,2026-04-24,"Rp288.369.668,00"
KTRK-101118,PT Teknologi Nusantara Solusindo,Maintenance,229,2024-08-09,2025-03-26,"Rp138.077.433,00"
KTRK-101119,PT Komputasi Utama Systems,Maintenance,181,2024-02-24,2024-08-23,"Rp134.822.138,00"
KTRK-101120,PT Mitra Satu Internasional,Pengembangan,304,2023-04-05,2024-02-03,"Rp388.580.895,00"
KTRK-101121,PT Aksara Teknologi Solusindo,Pengembangan,967,2024-05-30,2027-01-22,"Rp408.142.951,00"
KTRK-101122,PT Sibernetika Tbk,Pembelian,927,2024-12-25,2027-07-10,"Rp485.545.768,00"
KTRK-101123,PT BitData Internasional,Pengembangan,524,2023-01-27,2024-07-04,"Rp459.817.383,00"
KTRK-101124,PT Teknologi Nusantara Tbk,Maintenance,695,2024-08-15,2026-07-11,"Rp190.474.434,00"
KTRK-101125,PT Aksara Teknologi Solusindo,Maintenance,747,2023-03-12,2025-03-28,"Rp245.896.340,00"
KTRK-101126,PT Digikarya Systems,Pembelian,973,2024-12-02,2027-08-02,"Rp141.930.025,00"
KTRK-101127,PT Cakrawala Teknologi Corp,Pembelian,988,2024-01-09,2026-09-23,"Rp352.244.822,00"
KTRK-101128,PT Solusi Digital Tbk,Pengembangan,994,2024-01-23,2026-10-13,"Rp153.340.011,00"
KTRK-101129,PT Inovasi Digital Internasional,Pengembangan,896,2024-04-03,2026-09-16,"Rp417.834.272,00"
KTRK-101130,PT NetSol Internasional,Maintenance,710,2023-12-20,2025-11-29,"Rp454.350.925,00"
KTRK-101131,PT Cakrawala Teknologi Solusindo,Maintenance,930,2024-12-18,2027-07-06,"Rp265.503.566,00"
KTRK-101132,PT Teknologi Nusantara Group,Maintenance,471,2024-11-06,2026-02-20,"Rp324.305.957,00"
KTRK-101133,PT Komputasi Utama Internasional,Maintenance,837,2024-10-20,2027-02-04,"Rp229.500.099,00"
KTRK-101134,PT Digikarya Internasional,Maintenance,380,2023-12-20,2025-01-03,"Rp380.502.109,00"
KTRK-101135,PT Komputasi Utama Internasional,Pembelian,1058,2023-12-10,2026-11-02,"Rp188.767.103,00"
KTRK-101136,PT BitData Systems,Maintenance,1093,2023-03-15,2026-03-12,"Rp254.479.051,00"
KTRK-101137,PT NetSol Tbk,Pengembangan,593,2024-05-20,2026-01-03,"Rp291.844.592,00"
KTRK-101138,PT Koneksi Global Solusindo,Pembelian,990,2023-06-25,2026-03-11,"Rp424.677.108,00"
KTRK-101139,PT Koneksi Global Corp,Pengembangan,1031,2023-09-23,2026-07-20,"Rp240.248.788,00"
KTRK-101140,PT Cakrawala Teknologi Internasional,Pembelian,414,2023-10-07,2024-11-24,"Rp166.136.964,00"
KTRK-101141,PT Cakrawala Teknologi Group,Pengembangan,207,2023-03-08,2023-10-01,"Rp348.361.215,00"
KTRK-101142,PT Digikarya Internasional,Pembelian,586,2023-11-01,2025-06-09,"Rp316.169.466,00"
KTRK-101143,PT Digikarya Group,Pembelian,731,2024-02-28,2026-02-28,"Rp347.541.416,00"
KTRK-101144,PT Digikarya Solusindo,Pengembangan,1071,2023-04-02,2026-03-08,"Rp135.177.493,00"
KTRK-101145,PT BitData Group,Maintenance,516,2023-05-30,2024-10-27,"Rp337.268.140,00"
KTRK-101146,PT Digikarya Corp,Maintenance,307,2023-11-12,2024-09-14,"Rp320.264.074,00"
KTRK-101147,PT Mitra Satu Systems,Maintenance,418,2023-02-08,2024-04-01,"Rp436.818.885,00"
KTRK-101148,PT Cakrawala Teknologi Solusindo,Pembelian,773,2023-07-02,2025-08-13,"Rp245.741.242,00"
KTRK-101149,PT Digikarya Tbk,Maintenance,688,2024-11-06,2026-09-25,"Rp327.896.768,00"
KTRK-101150,PT Inovasi Digital Systems,Pembelian,786,2024-06-01,2026-07-27,"Rp309.765.355,00"
KTRK-101151,PT Digikarya Tbk,Pengembangan,599,2023-03-26,2024-11-14,"Rp319.693.079,00"
KTRK-101152,PT Solusi Digital Internasional,Pembelian,603,2023-07-31,2025-03-25,"Rp444.011.552,00"
KTRK-101153,PT Digikarya Solusindo,Pengembangan,763,2024-03-07,2026-04-09,"Rp189.716.096,00"
KTRK-101154,PT Koneksi Global Internasional,Pengembangan,222,2023-07-28,2024-03-06,"Rp269.793.052,00"
KTRK-101155,PT Inovasi Digital Solusindo,Maintenance,237,2023-10-07,2024-05-31,"Rp352.471.760,00"
KTRK-101156,PT Mitra Satu Corp,Maintenance,917,2023-10-30,2026-05-04,"Rp178.441.627,00"
KTRK-101157,PT Solusi Digital Corp,Maintenance,387,2023-07-19,2024-08-09,"Rp206.209.861,00"
KTRK-101158,PT Indoinovasi Corp,Pembelian,510,2024-05-14,2025-10-06,"Rp455.317.342,00"
KTRK-101159,PT Cakrawala Teknologi Internasional,Pembelian,617,2024-07-28,2026-04-06,"Rp304.049.914,00"
KTRK-101160,PT BitData Corp,Pengembangan,292,2024-07-17,2025-05-05,"Rp176.356.358,00"
KTRK-101161,PT Digikarya Systems,Pembelian,565,2024-06-07,2025-12-24,"Rp313.167.672,00"
KTRK-101162,PT Koneksi Global Systems,Maintenance,355,2023-09-11,2024-08-31,"Rp274.600.270,00"
KTRK-101163,PT Mitra Satu Group,Maintenance,864,2023-07-26,2025-12-06,"Rp479.447.648,00"
KTRK-101164,PT Cakrawala Teknologi Group,Pembelian,728,2024-11-17,2026-11-15,"Rp366.658.468,00"
KTRK-101165,PT Sibernetika Group,Maintenance,258,2024-05-13,2025-01-26,"Rp240.327.705,00"
KTRK-101166,PT BitData Internasional,Maintenance,731,2023-01-07,2025-01-07,"Rp285.048.200,00"
KTRK-101167,PT Komputasi Utama Group,Pengembangan,198,2023-10-21,2024-05-06,"Rp201.377.088,00"
KTRK-101168,PT Komputasi Utama Solusindo,Pengembangan,959,2023-01-12,2025-08-28,"Rp438.166.415,00"
KTRK-101169,PT Solusi Digital Group,Pembelian,289,2024-08-05,2025-05-21,"Rp468.167.990,00"
KTRK-101170,PT Inovasi Digital Solusindo,Maintenance,597,2023-03-22,2024-11-08,"Rp353.959.137,00"
KTRK-101171,PT Sibernetika Systems,Maintenance,938,2024-01-13,2026-08-08,"Rp375.755.060,00"
KTRK-101172,PT Mitra Satu Group,Maintenance,452,2023-02-07,2024-05-04,"Rp280.977.710,00"
KTRK-101173,PT Sibernetika Solusindo,Maintenance,338,2024-01-04,2024-12-07,"Rp199.764.827,00"
KTRK-101174,PT Cakrawala Teknologi Solusindo,Pembelian,566,2023-11-15,2025-06-03,"Rp265.723.035,00"
KTRK-101175,PT Cakrawala Teknologi Group,Pengembangan,821,2024-05-11,2026-08-10,"Rp230.568.830,00"
KTRK-101176,PT Solusi Digital Solusindo,Pengembangan,567,2023-07-20,2025-02-06,"Rp311.726.078,00"
KTRK-101177,PT Komputasi Utama Solusindo,Pembelian,205,2023-02-27,2023-09-20,"Rp331.082.653,00"
KTRK-101178,PT Komputasi Utama Corp,Maintenance,1039,2024-09-09,2027-07-15,"Rp308.645.904,00"
KTRK-101179,PT Komputasi Utama Internasional,Maintenance,600,2023-02-08,2024-09-30,"Rp359.667.227,00"
KTRK-101180,PT Koneksi Global Internasional,Pembelian,288,2023-10-23,2024-08-06,"Rp485.583.438,00"
KTRK-101181,PT Mitra Satu Tbk,Pengembangan,560,2023-07-03,2025-01-13,"Rp222.227.284,00"
KTRK-101182,PT NetSol Group,Maintenance,717,2024-06-09,2026-05-27,"Rp159.463.295,00"
KTRK-101183,PT Komputasi Utama Internasional,Maintenance,705,2024-11-18,2026-10-24,"Rp350.387.174,00"
KTRK-101184,PT Solusi Digital Corp,Maintenance,331,2023-06-17,2024-05-13,"Rp241.648.223,00"
KTRK-101185,PT Koneksi Global Corp,Pembelian,815,2024-05-20,2026-08-13,"Rp304.968.508,00"
KTRK-101186,PT NetSol Corp,Pembelian,1029,2024-01-22,2026-11-16,"Rp141.894.763,00"
KTRK-101187,PT BitData Solusindo,Pembelian,492,2024-02-29,2025-07-05,"Rp323.404.085,00"
KTRK-101188,PT Sibernetika Internasional,Maintenance,313,2024-12-11,2025-10-20,"Rp184.634.263,00"
KTRK-101189,PT Indoinovasi Systems,Maintenance,874,2023-05-31,2025-10-21,"Rp109.896.909,00"
KTRK-101190,PT BitData Group,Maintenance,467,2024-09-07,2025-12-18,"Rp429.216.997,00"
KTRK-101191,PT NetSol Internasional,Pengembangan,694,2024-02-05,2025-12-30,"Rp439.696.357,00"
KTRK-101192,PT Cakrawala Teknologi Internasional,Pembelian,970,2024-05-28,2027-01-23,"Rp185.689.285,00"
KTRK-101193,PT Aksara Teknologi Corp,Maintenance,494,2024-06-17,2025-10-24,"Rp322.231.535,00"
KTRK-101194,PT Solusi Digital Internasional,Pengembangan,320,2024-06-07,2025-04-23,"Rp429.906.049,00"
KTRK-101195,PT Sibernetika Tbk,Pembelian,373,2024-11-05,2025-11-13,"Rp389.867.349,00"
KTRK-101196,PT Inovasi Digital Tbk,Maintenance,1004,2023-02-14,2025-11-14,"Rp188.378.006,00"
KTRK-101197,PT Cakrawala Teknologi Tbk,Maintenance,238,2024-07-08,2025-03-03,"Rp350.510.223,00"
KTRK-101198,PT Digikarya Solusindo,Pembelian,1084,2023-03-20,2026-03-08,"Rp407.122.345,00"
KTRK-101199,PT Komputasi Utama Tbk,Maintenance,664,2023-08-17,2025-06-11,"Rp125.134.745,00"
KTRK-101200,PT Cakrawala Teknologi Solusindo,Maintenance,1067,2023-05-26,2026-04-27,"Rp310.141.685,00"
